file,original,translation
"movements_translations_2.json","1) (B3) 3호선 남부터미널 방면 승강장 하차","1) (B3) Exit at Line 3 남부터미널-bound platform"
"movements_translations_2.json","4) 양재 방면 엘리베이터 탑승","4) Take the elevator to 양재 direction"
"movements_translations_2.json","5) (B3) 양재 방면 승강장으로 이동","5) (B3) Move to the 양재-bound platform"
"movements_translations_2.json","4) 남부터미널 방면 엘리베이터 탑승","4) Take the elevator to 남부터미널 direction"
"movements_translations_2.json","5) (B2) 남부터미널 방면 승강장으로 이동","5) (B2) Move to the 남부터미널-bound platform"
"movements_translations_2.json","4) 매봉 방면 엘리베이터 탑승","4) Take the elevator to 매봉 direction"
"movements_translations_2.json","5) (B2) 매봉 방면 승강장으로 이동","5) (B2) Move to the 매봉-bound platform"
"movements_translations_2.json","1) (B2) 3호선 남부터미널 방면 승강장 하차","1) (B2) Exit at Line 3 남부터미널-bound platform"
"movements_translations_2.json","2) 신분당선 방향 환승 엘리베이터 탑승","2) 신분당선 direction 환승 elevator board"
"movements_translations_2.json","4) 신분당선 대합실 표 내는 곳 통과","4) 신분당선 concourse 표 내는 곳 pass through"
"movements_translations_2.json","6) (B4) 신분당선 강남 방면 승강장으로 이동","6) (B4) 신분당선 Gangnam  direction platformto move"
"movements_translations_2.json","5) 양재시민의숲 방면 엘리베이터 탑승","5) Take the elevator to 양재시민의숲 direction"
"movements_translations_2.json","6) (B4) 신분당선 양재시민의숲 방면 승강장으로 이동","6) (B4) 신분당선 양재시민의숲  direction platformto move"
"movements_translations_2.json","1) (B2) 3호선 매봉 방면 승강장 하차","1) (B2) Exit at Line 3 매봉-bound platform"
"movements_translations_2.json","5) (B2) 양재 방면 승강장으로 이동","5) (B2) Move to the 양재-bound platform"
"movements_translations_2.json","4) 도곡 방면 엘리베이터 탑승","4) Take the elevator to 도곡 direction"
"movements_translations_2.json","5) (B2) 도곡 방면 승강장으로 이동","5) (B2) Move to the 도곡-bound platform"
"movements_translations_2.json","6) 매봉 방면 승강장으로 이동","6) 매봉  direction platformto move"
"movements_translations_2.json","4) 대치 방면 승강장으로 이동","4) 대치  direction platformto move"
"movements_translations_2.json","1) (B4) 3호선 매봉 방면 승강장 하차","1) (B4) Exit at Line 3 매봉-bound platform"
"movements_translations_2.json","2) 수인분당선 방향 환승 엘리베이터 탑승","2) 수인분당선 direction 환승 elevator board"
"movements_translations_2.json","3) (B6) 수인분당선 한티 방면 승강장으로 이동","3) (B6) 수인분당선 한티  direction platformto move"
"movements_translations_2.json","3) (B6) 수인분당선 구룡 방면 승강장으로 이동","3) (B6) 수인분당선 구룡  direction platformto move"
"movements_translations_2.json","1) (B4) 3호선 대치 방면 승강장 하차","1) (B4) Exit at Line 3 대치-bound platform"
"movements_translations_2.json","5) (B3) 도곡 방면 승강장으로 이동","5) (B3) Move to the 도곡-bound platform"
"movements_translations_2.json","5) (B3) 학여울 방면 승강장으로 이동","5) (B3) Move to the 학여울-bound platform"
"movements_translations_2.json","4) 대치 방면 엘리베이터 탑승","4) Take the elevator to 대치 direction"
"movements_translations_2.json","5) (B5) 대치 방면 승강장으로 이동","5) (B5) Move to the 대치-bound platform"
"movements_translations_2.json","4) 대청 방면 엘리베이터 탑승","4) Take the elevator to 대청 direction"
"movements_translations_2.json","5) (B5) 대청 방면 승강장으로 이동","5) (B5) Move to the 대청-bound platform"
"movements_translations_2.json","3) 학여울 방면 엘리베이터 앞 표 내는 곳 통과","3) 학여울  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","4) 학여울 방면 엘리베이터 탑승","4) Take the elevator to 학여울 direction"
"movements_translations_2.json","3) 일원 방면 엘리베이터 앞 표 내는 곳 통과","3) 일원  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","4) 일원 방면 엘리베이터 탑승","4) Take the elevator to 일원 direction"
"movements_translations_2.json","5) (B3) 일원 방면 승강장으로 이동","5) (B3) Move to the 일원-bound platform"
"movements_translations_2.json","3) 대청 방면 엘리베이터 앞 표 내는 곳 통과","3) 대청  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","5) (B3) 대청 방면 승강장으로 이동","5) (B3) Move to the 대청-bound platform"
"movements_translations_2.json","3) 수서 방면 엘리베이터 앞 표 내는 곳 통과","3) 수서  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","4) 수서 방면 엘리베이터 탑승","4) Take the elevator to 수서 direction"
"movements_translations_2.json","5) (B3) 수서 방면 승강장으로 이동","5) (B3) Move to the 수서-bound platform"
"movements_translations_2.json","5) (B2) 일원 방면 승강장으로 이동","5) (B2) Move to the 일원-bound platform"
"movements_translations_2.json","1) (B2) 3호선 일원 방면 승강장 하차","1) (B2) Exit at Line 3 일원-bound platform"
"movements_translations_2.json","2) 수인분당선 환승통로 방향 휠체어리프트 탑승","2) 수인분당선 환승통로 direction 휠체어리프트 board"
"movements_translations_2.json","5) 수인분당선 대합실로 이동","5) 수인분당선 concourse로 move"
"movements_translations_2.json","6) 수인분당선 대모산입구 방면 엘리베이터 탑승","6) 수인분당선 대모산입구  direction elevator board"
"movements_translations_2.json","7) (B4) 수인분당선 대모산입구 방면 승강장으로 이동","7) (B4) 수인분당선 대모산입구  direction platformto move"
"movements_translations_2.json","6) 수인분당선 복정 방면 엘리베이터 탑승","6) 수인분당선 Bokjeong  direction elevator board"
"movements_translations_2.json","7) (B4) 수인분당선 복정 방면 승강장으로 이동","7) (B4) 수인분당선 Bokjeong  direction platformto move"
"movements_translations_2.json","5) (B4) 수서 방면 승강장으로 이동","5) (B4) Move to the 수서-bound platform"
"movements_translations_2.json","4) 경찰병원 방면 엘리베이터 탑승","4) Take the elevator to 경찰병원 direction"
"movements_translations_2.json","5) (B4) 경찰병원 방면 승강장으로 이동","5) (B4) Move to the 경찰병원-bound platform"
"movements_translations_2.json","6) 수서 방면 엘리베이터 탑승","6) Take the elevator to 수서 direction"
"movements_translations_2.json","7) (B4) 수서 방면 승강장으로 이동","7) (B4) Move to the 수서-bound platform"
"movements_translations_2.json","6) 경찰병원 방면 엘리베이터 탑승","6) Take the elevator to 경찰병원 direction"
"movements_translations_2.json","7) (B4) 경찰병원 방면 승강장으로 이동","7) (B4) Move to the 경찰병원-bound platform"
"movements_translations_2.json","1) (B4) 3호선 수서 방면 승강장 하차","1) (B4) Exit at Line 3 수서-bound platform"
"movements_translations_2.json","1) (B4) 3호선 경찰병원 방면 승강장 하차","1) (B4) Exit at Line 3 경찰병원-bound platform"
"movements_translations_2.json","4) 오금 방면 엘리베이터 탑승","4) Take the elevator to 오금 direction"
"movements_translations_2.json","5) (B3) 오금 방면 승강장으로 이동","5) (B3) Move to the 오금-bound platform"
"movements_translations_2.json","1) (B4) 3호선 오금역(종착역) 승강장 하차","1) (B4) 3Line  오금역(종착역) platform exit"
"movements_translations_2.json","5) 5호선 방이 방면 엘리베이터 탑승","5) Take the elevator to Line 5 방이 direction"
"movements_translations_2.json","6) (B2) 5호선 방이 방면 승강장으로 이동","6) (B2) Move to Line 5 방이-bound platform"
"movements_translations_2.json","1) (B4) 3호선 오금역(종착역) 방면 승강장 하차","1) (B4) Exit at Line 3 오금역(종착역)-bound platform"
"movements_translations_2.json","5) 5호선 개롱 방면 엘리베이터 탑승","5) Take the elevator to Line 5 개롱 direction"
"movements_translations_2.json","6) (B2) 5호선 개롱 방면 승강장으로 이동","6) (B2) Move to Line 5 개롱-bound platform"
"movements_translations_2.json","1) (B4) 3호선 경찰병원 승강장 이동","1) (B4) 3Line  경찰병원 platform move"
"movements_translations_2.json","4) 별내별가람 방면 엘리베이터 앞 표 내는 곳 통과","4) 별내별가람  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","5) 별내별가람 방면 엘리베이터 탑승","5) Take the elevator to 별내별가람 direction"
"movements_translations_2.json","6) (3F) 별내별가람 방면 승강장으로 이동","6) (3F) Move to the 별내별가람-bound platform"
"movements_translations_2.json","4) 상계 방면 엘리베이터 앞 표 내는 곳 통과","4) Sanggye  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","1) (1F) 5번 출입구 대합실로 이동","1) (1F) 5번 exit concourse로 move"
"movements_translations_2.json","5) 4호선 2번 출입구 옆 엘리베이터 탑승","5) 4Line  2번 exit near elevator board"
"movements_translations_2.json","6) (F1) 7호선 3번 출입구 옆 엘리베이터 이동","6) (F1) 7Line  3번 exit near elevator move"
"movements_translations_2.json","7) 3번 출입구 옆 엘리베이터 탑승","7) 3번 exit near elevator board"
"movements_translations_2.json","10) (B3) 7호선 마들 방면 승강장 이동","10) (B3) 7Line  마들  direction platform move"
"movements_translations_2.json","10) (B3) 7호선 중계 방면 승강장 이동","10) (B3) 7Line  중계  direction platform move"
"movements_translations_2.json","4) 쌍문 방면 엘리베이터 탑승","4) Take the elevator to 쌍문 direction"
"movements_translations_2.json","5) (3F) 쌍문 방면 승강장으로 이동","5) (3F) Move to the 쌍문-bound platform"
"movements_translations_2.json","4) 쌍문 방면 엘리베이터 탑승                                            ","4) Take the elevator to 쌍문 direction                                            "
"movements_translations_2.json","5) (3F) 4호선 쌍문 방면 승강장으로 이동                              ","5) (3F) Move to Line 4 쌍문-bound platform                              "
"movements_translations_2.json","8) 승차(휠체어칸","8) board(휠체어칸"
"movements_translations_2.json","1) (3F) 4호선 쌍문 방면 승강장 하차                                                                 ","1) (3F) Exit at Line 4 쌍문-bound platform                                                                 "
"movements_translations_2.json","3) 창동 방면 엘리베이터 앞 표 내는 곳 통과","3) Changdong  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","3) 수유 방면 엘리베이터 앞 표 내는 곳 통과","3) Suyu  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","3) 쌍문 방면 엘리베이터 앞 표 내는 곳 통과","3) 쌍문  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","5) (B2) 쌍문 방면 승강장으로 이동","5) (B2) Move to the 쌍문-bound platform"
"movements_translations_3.json","3) 미아 방면 엘리베이터 앞 표 내는 곳 통과","3) Mia  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","3) 미아사거리 방면 엘리베이터 앞 표 내는 곳 통과","3) Mia사거리  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","4) 미아사거리 방면 엘리베이터 탑승","4) Take the elevator to Mia사거리 direction"
"movements_translations_3.json","5) (B2) 미아사거리 방면 승강장으로 이동","5) (B2) Move to the Mia사거리-bound platform"
"movements_translations_3.json","3) 길음 방면 엘리베이터 앞 표 내는 곳 통과","3) Gireum  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","2) 우이신설선 대합실로 이동","2) 우이신설선 concourse로 move"
"movements_translations_3.json","3) 우이신설선 정릉 방면 엘리베이터 탑승","3) 우이신설선 정릉  direction elevator board"
"movements_translations_3.json","4) (B4) 우이신설선 정릉 방면 승강장으로 이동","4) (B4) 우이신설선 정릉  direction platformto move"
"movements_translations_3.json","3) 우이신설선 보문 방면 엘리베이터 탑승","3) 우이신설선 Bomun  direction elevator board"
"movements_translations_3.json","4) (B4) 우이신설선 보문 방면 승강장으로 이동","4) (B4) 우이신설선 Bomun  direction platformto move"
"movements_translations_3.json","3) 우이신설선 방향 환승 엘리베이터 탑승","3) 우이신설선 direction 환승 elevator board"
"movements_translations_3.json","5) 우이신설선 보문 방면 승강장으로 이동","5) 우이신설선 Bomun  direction platformto move"
"movements_translations_3.json","8) 우이신설선 정릉 방면 엘리베이터 탑승","8) 우이신설선 정릉  direction elevator board"
"movements_translations_3.json","9) (B4) 우이신설선 정릉 방면 승강장으로 이동","9) (B4) 우이신설선 정릉  direction platformto move"
"movements_translations_3.json","3) 한성대입구 방면 엘리베이터 앞 표 내는 곳 통과","3) Hansung Univ.  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","3) 동대문 방면 엘리베이터 앞 표 내는 곳 통과","3) Dongdaemun  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","1) 9번 출입구 엘리베이터 탑승하여 지하1층 대합실로 이동","1) 9번 exit elevator board하여 B1 concourse로 move"
"movements_translations_3.json","2) 고객안전실 앞 게이트(8번출구 방향) 통과 후, 엘리베이터를 탑승","2) 고객안전실 앞 게이트(8번출구 direction) pass through 후, elevator를 board"
"movements_translations_3.json","3) 지하4층에서 하차하여  동대문역사문화공원 방면 승강장 이동","3) B4at exit하여  Dongdaemun History & Culture Park  direction platform move"
"movements_translations_3.json","3) 지하4층에서 하차하여 혜화 방면 승강장 이동","3) B4at exit하여 Hyehwa  direction platform move"
"movements_translations_3.json","4) 1호선 환승통로 방향 엘리베이터 탑승","4) 1Line  환승통로 direction elevator board"
"movements_translations_3.json","8) 승차 (1-4, 4-1 휠체어칸)","8) board (1-4, 4-1 휠체어칸)"
"movements_translations_3.json","1) 1번 출입구 옆 지상 1층 엘리베이터 탑승","1) 1번 exit near 1F elevator board"
"movements_translations_3.json","3) 지하1층 9번,10번 출구 옆 표내는곳 통과 후 좌측 20M이동","3) B1 9번,10번 출구 near 표내는곳 pass through 후 좌측 20Mmove"
"movements_translations_3.json","6) 충무로방면 승강장 이동","6) 충무로 direction platform move"
"movements_translations_3.json","1)  4번 출입구 옆 지상1층 엘리베이터 탑승","1)  4번 exit near 1F elevator board"
"movements_translations_3.json","4) 2호선 대합실로 이동","4) 2Line  concourse로 move"
"movements_translations_3.json","1) (B3) 4호선 충무로 방면 승강장 하차","1) (B3) Exit at Line 4 충무로-bound platform"
"movements_translations_3.json","2) 5호선 방향 환승 엘리베이터 탑승","2) 5Line  direction 환승 elevator board"
"movements_translations_3.json","3) (B5) 5호선 청구 방면 승강장으로 이동","3) (B5) Move to Line 5 청구-bound platform"
"movements_translations_3.json","4) 명동 방면 엘리베이터 탑승","4) Take the elevator to 명동 direction"
"movements_translations_3.json","5) (B3) 명동 방면 승강장으로 이동","5) (B3) Move to the 명동-bound platform"
"movements_translations_3.json","5) (B4) 3호선 동대입구 방면 승강장으로 이동","5) (B4) Move to Line 3 동대입구-bound platform"
"movements_translations_3.json","1) (B3) 4호선 명동 방면 승강장 하차","1) (B3) Exit at Line 4 명동-bound platform"
"movements_translations_3.json","2) (B3) 4호선 명동역 방면 승강장 7-2 출입문 앞 엘리베이터 탑승","2) (B3) 4Line  명동역  direction platform 7-2 출입문 앞 elevator board"
"movements_translations_3.json","3) (B4) 3호선 동대입구 방면 승강장으로 이동","3) (B4) Move to Line 3 동대입구-bound platform"
"movements_translations_3.json","4) (B4) 충무로 방면 승강장으로 이동","4) (B4) Move to the 충무로-bound platform"
"movements_translations_3.json","4) (B4) 회현 방면 승강장으로 이동","4) (B4) Move to the 회현-bound platform"
"movements_translations_3.json","1) (1F) 4, 5번 출구 사이 중앙 엘리베이터 탑승","1) (1F) 4, 5번 출구 between Jungang elevator board"
"movements_translations_3.json","5) (B4) 명동 방면 승강장으로 이동","5) (B4) Move to the 명동-bound platform"
"movements_translations_3.json","5) (B2) 회현 방면 승강장으로 이동","5) (B2) Move to the 회현-bound platform"
"movements_translations_3.json","5) (B2) 숙대입구 방면 승강장으로 이동","5) (B2) Move to the 숙대입구-bound platform"
"movements_translations_3.json","1) (B2) 4호선 회현 방면 승강장 하차","1) (B2) Exit at Line 4 회현-bound platform"
"movements_translations_3.json","5) 1호선 대합실로 이동","5) 1Line  concourse로 move"
"movements_translations_3.json","1) (B2) 4호선 숙대입구 방면 승강장 하차","1) (B2) Exit at Line 4 숙대입구-bound platform"
"movements_translations_3.json","2) 회현방면 승강장 9-1 부근 엘리베이터 탑승","2) 회현 direction platform 9-1 부근 elevator board"
"movements_translations_3.json","5) 2번출구 외부 1호기 엘리베이터로 이동","5) 2번출구 외부 1호기 elevator로 move"
"movements_translations_3.json","6) 외부 1호기 엘리베이터로 (1F) 지상 이동","6) 외부 1호기 elevator로 (1F) 지상 move"
"movements_translations_3.json","7) (1F) 지상에서 (2F) 경의중앙선 역사로 이동 (경의중앙선에서는 지상 대합실을 2층, 승강장을 1층으로 구분)","7) (1F) 지상at (2F) 경의Jungang선 역사로 move (경의Jungang선at는 지상 concourse을 2층, platform을 1층to 구분)"
"movements_translations_3.json","8) (2F) 경의중앙선 역사에서 승강장 엘리베이터 탑승","8) (2F) 경의Jungang선 역사at platform elevator board"
"movements_translations_3.json","9) (1F) 경의중앙선 신촌 방면 승강장으로 이동","9) (1F) 경의Jungang선 Sinchon  direction platformto move"
"movements_translations_3.json","2) 숙대입구 방면 승강장 2-3 부근 엘리베이터 탑승","2) 숙대입구  direction platform 2-3 부근 elevator board"
"movements_translations_3.json","4) 공항철도 방향 대합실로 이동","4) 공항철도 direction concourse로 move"
"movements_translations_3.json","5) 공항철도 방향 엘리베이터 탑승","5) 공항철도 direction elevator board"
"movements_translations_3.json","6) (B3) 환승 대합실로 이동","6) (B3) 환승 concourse로 move"
"movements_translations_3.json","7) 공항철도 방향 환승통로로 이동","7) 공항철도 direction 환승통로로 move"
"movements_translations_3.json","8) (B3) 공항철도 대합실로 이동","8) (B3) 공항철도 concourse로 move"
"movements_translations_3.json","9) 공항철도 공덕 방면 엘리베이터 탑승","9) 공항철도 공덕  direction elevator board"
"movements_translations_3.json","10) (B7) 공항철도 공덕 방면 승강장으로 이동","10) (B7) 공항철도 공덕  direction platformto move"
"movements_translations_3.json","3) 서울역 방면 엘리베이터 앞 표 내는 곳 통과","3) Seoul Station  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","3) 삼각지 방면 엘리베이터 앞 표 내는 곳 통과","3) 삼각지  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","4) 삼각지 방면 엘리베이터 탑승","4) Take the elevator to 삼각지 direction"
"movements_translations_3.json","5) (B2) 삼각지 방면 승강장으로 이동","5) (B2) Move to the 삼각지-bound platform"
"movements_translations_3.json","4) 숙대입구 방면 엘리베이터 탑승","4) Take the elevator to 숙대입구 direction"
"movements_translations_3.json","4) 신용산 방면 엘리베이터 탑승","4) Take the elevator to 신Yongsan direction"
"movements_translations_3.json","5) (B2) 신용산 방면 승강장으로 이동","5) (B2) Move to the 신Yongsan-bound platform"
"movements_translations_3.json","4) (B4) 6호선 효창공원앞 방면 승강장으로 이동","4) (B4) Move to Line 6 효창공원앞-bound platform"
"movements_translations_3.json","4) (B4) 6호선 녹사평 방면 승강장으로 이동","4) (B4) Move to Line 6 녹사평-bound platform"
"movements_translations_3.json","1) (B2) 4호선 신용산 방면 승강장 하차","1) (B2) Exit at Line 4 신Yongsan-bound platform"
"movements_translations_3.json","3) 6호선 승강장 방향 휠체어리프트 탑승","3) 6Line  platform direction 휠체어리프트 board"
"movements_translations_3.json","3) 이촌 방면 엘리베이터 앞 표 내는 곳 통과","3) Ichon  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","1) (1F) 3-1번 출입구 옆 엘리베이터 탑승","1) (1F) 3-1번 exit near elevator board"
"movements_translations_3.json","4) 지상 1층 경의중앙선 서빙고 방면 엘리베이터 탑승","4) 1F 경의Jungang선 서빙고  direction elevator board"
"movements_translations_3.json","6) 경의중앙선 승강장 엘리베이터 이용 ","6) 경의Jungang선 platform elevator 이용 "
"movements_translations_3.json","7) 경의중앙선 대합실로 이동","7) 경의Jungang선 concourse로 move"
"movements_translations_3.json","8) 경의중앙선 용산 방면 엘리베이터 탑승","8) 경의Jungang선 Yongsan  direction elevator board"
"movements_translations_3.json","9) (1F) 경의중앙선 용산 방면 승강장으로 이동","9) (1F) 경의Jungang선 Yongsan  direction platformto move"
"movements_translations_3.json","4) 경의중앙선 방향 서빙고 방면 엘리베이터  탑승","4) 경의Jungang선 direction 서빙고  direction elevator  board"
"movements_translations_3.json","5) (1F) 경의중앙선 서빙고 방면 승강장으로 이동","5) (1F) 경의Jungang선 서빙고  direction platformto move"
"movements_translations_3.json","6) 승차 (휠체어칸","6) board (휠체어칸"
"movements_translations_3.json","7) 9호선 구반포 방면 엘리베이터 탑승","7) Take the elevator to Line 9 구반포 direction"
"movements_translations_3.json","8) (B3) 9호선 구반포 방면 승강장으로 이동","8) (B3) Move to Line 9 구반포-bound platform"
"movements_translations_3.json","7) 9호선 흑석 방면 엘리베이터 탑승","7) Take the elevator to Line 9 흑석 direction"
"movements_translations_3.json","8) (B3) 9호선 흑석 방면 승강장으로 이동","8) (B3) Move to Line 9 흑석-bound platform"
"movements_translations_3.json","2) 7호선 환승통로 방향 휠체어리프트 탑승","2) 7Line  환승통로 direction 휠체어리프트 board"
"movements_translations_3.json","4) 개화산 방면 엘리베이터 탑승","4) Take the elevator to 개화산 direction"
"movements_translations_3.json","5) (B2) 개화산 방면 승강장으로 이동","5) (B2) Move to the 개화산-bound platform"
"movements_translations_3.json","2) 방화 방면 엘리베이터 탑승","2) Take the elevator to 방화 direction"
"movements_translations_3.json","3) (B2) 방화 방면 승강장으로 이동","3) (B2) Move to the 방화-bound platform"
"movements_translations_3.json","2) 김포공항 방면 엘리베이터 탑승","2) Take the elevator to 김포공항 direction"
"movements_translations_3.json","3) (B2) 김포공항 방면 승강장으로 이동","3) (B2) Move to the 김포공항-bound platform"
"movements_translations_3.json","5) (B3) 개화산 방면 승강장으로 이동","5) (B3) Move to the 개화산-bound platform"
"movements_translations_3.json","4) 송정 방면 엘리베이터 탑승","4) Take the elevator to 송정 direction"
"movements_translations_3.json","5) (B3) 송정 방면 승강장으로 이동","5) (B3) Move to the 송정-bound platform"
"movements_translations_3.json","3) 5호선 대합실 표 내는 곳 통과","3) 5Line  concourse 표 내는 곳 pass through"
"movements_translations_3.json","1) (B3) 5호선 개화산 방면 승강장 하차","1) (B3) Exit at Line 5 개화산-bound platform"
"movements_translations_3.json","3) 9호선 개화 방면 엘리베이터 탑승","3) Take the elevator to Line 9 개화 direction"
"movements_translations_3.json","4) (B4) 9호선 개화 방면 승강장으로 이동","4) (B4) Move to Line 9 개화-bound platform"
"movements_translations_3.json","3) 9호선 공항시장 방면 엘리베이터 탑승","3) Take the elevator to Line 9 공항시장 direction"
"movements_translations_3.json","4) (B3) 9호선 공항시장 방면 승강장으로 이동","4) (B3) Move to Line 9 공항시장-bound platform"
"movements_translations_3.json","1) (B3) 5호선 송정 방면 승강장 하차","1) (B3) Exit at Line 5 송정-bound platform"
"movements_translations_3.json","2) 9호선, 공항철도 방향 환승 엘리베이터 탑승","2) 9Line , 공항철도 direction 환승 elevator board"
"movements_translations_3.json","3) (B3) 9호선, 공항철도 방향 환승통로로 이동","3) (B3) 9Line , 공항철도 direction 환승통로로 move"
"movements_translations_3.json","4) 9호선, 공항철도 승강장으로 이동","4) 9Line , 공항철도 platformto move"
"movements_translations_3.json","5) 9호선 개화 방면 엘리베이터 탑승","5) Take the elevator to Line 9 개화 direction"
"movements_translations_3.json","6) (B4) 9호선 개화 방면 승강장으로 이동","6) (B4) Move to Line 9 개화-bound platform"
"movements_translations_3.json","2) 9호선 방향 환승 엘리베이터 탑승","2) 9Line  direction 환승 elevator board"
"movements_translations_3.json","4) 9호선 공항시장 방면 승강장으로 이동","4) 9Line  공항시장  direction platformto move"
"movements_translations_3.json","2) (B2) 9호선, 공항철도 대합실로 이동","2) (B2) 9Line , 공항철도 concourse로 move"
"movements_translations_3.json","3) 공항철도 마곡나루 방면 엘리베이터 탑승","3) 공항철도 마곡나루  direction elevator board"
"movements_translations_3.json","4) (B3) 공항철도 마곡나루 방면 승강장으로 이동","4) (B3) 공항철도 마곡나루  direction platformto move"
"movements_translations_3.json","3) 공항철도 계양 방면 엘리베이터 탑승","3) 공항철도 계양  direction elevator board"
"movements_translations_3.json","4) (B4) 공항철도 계양 방면 승강장으로 이동","4) (B4) 공항철도 계양  direction platformto move"
"movements_translations_3.json","4) 공항철도 마곡나루 방면 승강장으로 이동","4) 공항철도 마곡나루  direction platformto move"
"movements_translations_3.json","4) 공항철도 계양 방면 엘리베이터 탑승","4) 공항철도 계양  direction elevator board"
"movements_translations_3.json","5) (B4) 공항철도 계양 방면 승강장으로 이동","5) (B4) 공항철도 계양  direction platformto move"
"movements_translations_3.json","3) 김포골드라인 대합실로 이동","3) 김포골드라인 concourse로 move"
"movements_translations_3.json","4) 김포골드라인 고촌 방면 엘리베이터 탑승","4) 김포골드라인 고촌  direction elevator board"
"movements_translations_3.json","5) (B4) 김포골드라인 고촌 방면 승강장으로 이동","5) (B4) 김포골드라인 고촌  direction platformto move"
"movements_translations_3.json","5) (B2) 9호선, 공항철도 대합실로 이동","5) (B2) 9Line , 공항철도 concourse로 move"
"movements_translations_3.json","6) 김포골드라인 대합실로 이동","6) 김포골드라인 concourse로 move"
"movements_translations_3.json","7) 김포골드라인 고촌 방면 엘리베이터 탑승","7) 김포골드라인 고촌  direction elevator board"
"movements_translations_3.json","8) (B4) 김포골드라인 고촌 방면 승강장으로 이동","8) (B4) 김포골드라인 고촌  direction platformto move"
"movements_translations_3.json","1) (B3) 개화산방면 승강장 하차","1) (B3) Exit at 개화산-bound platform"
"movements_translations_3.json","3) 서해선 대합실로 이동","3) 서해선 concourse로 move"
"movements_translations_3.json","4) (B2) 서해선 엘리베이터 탑승","4) (B2) 서해선 elevator board"
"movements_translations_3.json","5) (B4) 서해선 능곡방면 엘리베이터 탑승","5) (B4) 서해선 능곡 direction elevator board"
"movements_translations_3.json","6) (B5) 능곡방면 승강장 승차","6) (B5) 능곡 direction platform board"
"movements_translations_3.json","5) (B4) 서해선 원종방면 엘리베이터 탑승","5) (B4) 서해선 원종 direction elevator board"
"movements_translations_3.json","6) (B5) 원종방면 승강장 승차","6) (B5) 원종 direction platform board"
"movements_translations_3.json","1) (B3) 5호선 송정방면 승강장 하차","1) (B3) Exit at Line 5 송정-bound platform"
"movements_translations_3.json","3) (B3) 9호선, 공항철도 방향 환승 통로로 이동","3) (B3) 9Line , 공항철도 direction 환승 통로로 move"
"movements_translations_3.json","6) 서해선 대합실로 이동","6) 서해선 concourse로 move"
"movements_translations_3.json","7) (B2) 서해선 엘리베이터 탑승","7) (B2) 서해선 elevator board"
"movements_translations_3.json","8) (B4) 서해선 능곡방면 엘리베이터 탑승","8) (B4) 서해선 능곡 direction elevator board"
"movements_translations_3.json","9) (B5) 능곡방면 승강장 승차","9) (B5) 능곡 direction platform board"
"movements_translations_3.json","8) (B4) 서해선 원종방면 엘리베이터 탑승","8) (B4) 서해선 원종 direction elevator board"
"movements_translations_3.json","9) (B5) 원종방면 승강장 승차","9) (B5) 원종 direction platform board"
"movements_translations_3.json","4) 김포공항 방면 엘리베이터 탑승","4) Take the elevator to 김포공항 direction"
"movements_translations_3.json","5) (B3) 김포공항 방면 승강장으로 이동","5) (B3) Move to the 김포공항-bound platform"
"movements_translations_3.json","4) 마곡 방면 엘리베이터 탑승","4) Take the elevator to 마곡 direction"
"movements_translations_3.json","5) (B3) 마곡 방면 승강장으로 이동","5) (B3) Move to the 마곡-bound platform"
"movements_translations_3.json","5) (B2) 송정 방면 승강장으로 이동","5) (B2) Move to the 송정-bound platform"
"movements_translations_3.json","4) 발산 방면 엘리베이터 탑승","4) Take the elevator to 발산 direction"
"movements_translations_3.json","5) (B2) 발산 방면 승강장으로 이동","5) (B2) Move to the 발산-bound platform"
"movements_translations_3.json","(1F) 6/7번 출입구 사이 엘리베이터 탑승 ","(1F) 6/7번 exit between elevator board "
"movements_translations_3.json","3) 마곡 방면 엘리베이터 앞 표 내는 곳 통과","3) 마곡  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","5) (B2) 마곡 방면 승강장으로 이동","5) (B2) Move to the 마곡-bound platform"
"movements_translations_3.json","3) 우장산 방면 엘리베이터 앞 표 내는 곳 통과","3) 우장산  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_3.json","4) 우장산 방면 엘리베이터 탑승","4) Take the elevator to 우장산 direction"
